system:index,admin2Name,SR,SR_1,SR_2,SR_3,SR_4,SR_5,SR_6,SR_7,SR_p75
00000000000000000025,Mueang Tak,2.118271511421165,4.2277499098593365,6.1588532991632885,6.74814961210634,6.712306980259016,10.277587955087188,11.49086462328563,6.555737841973114,6.890471280988069
00000000000000000026,Ban Tak,2.4659899927390514,3.989306554521388,5.621946982416757,5.562838341735088,7.538117341733712,12.588835611962947,11.023390451296764,5.734908148515789,7.2767519858070004
00000000000000000027,Sam Ngao,2.781417372522067,3.9911211883163493,4.99973370162228,6.55132860498139,7.928335324519685,10.980716618116668,8.818587354736577,5.8890610470713485,6.940427590147325
00000000000000000028,Mae Ramat,2.224589022499526,2.990904385226999,7.5440313637418575,8.04730798188328,9.98874947223142,8.484870890122727,7.190755280779269,4.298988426667811,5.767077804501513
00000000000000000029,Tha Song Yang,2.68151900916844,3.2364775054706807,4.000200952475486,8.649648268334348,12.372139599635895,10.660171489062362,9.456003924928435,6.880680836448656,7.518836624596719
0000000000000000002a,Mae Sot,2.2240294042152633,2.6135102074586722,6.229880604127959,5.922702607988776,7.903860396506824,7.8535793162654475,7.749155673976555,3.9868760534384062,5.547005378555728
0000000000000000002b,Phop Phra,2.6485149881606502,2.7622879531824003,5.3183081739090365,6.158856737883242,7.089151703400103,6.9111515344006245,8.726799439439919,5.9284769358714655,6.091049953797779
0000000000000000002c,Umphang,2.291454372273073,2.485198493462927,6.523701755073004,8.838793423532321,10.219495258239437,8.699718202001575,6.677747341320041,4.505321233092498,6.194583075234792
0000000000000000002d,Wang Chao,2.2873466633576505,4.139159885221988,6.31212615220807,6.433489483058985,7.421619361726246,8.974063745406028,10.757245318276365,8.012110040167986,6.982992636455353
000000000000000002c4,Mueang Loei,3.0729223847101257,5.053774628979775,6.927008084008781,6.043363087744056,9.822959010794953,10.354943820573258,9.382358578781616,7.3525630945425196,7.161327238384282
000000000000000002c5,Na Duang,2.6959437020653025,5.123833311570642,7.00865110078534,6.179068563343489,9.319760562469058,10.005822528487599,9.957136224157885,7.364428901609292,7.294997226296626
000000000000000002c6,Chiang Khan,3.254335103244774,4.745811188054663,6.321744370073023,4.859363338426835,9.773471929812924,9.787479881793006,8.9083894209328,6.921851935454387,6.864375476174665
000000000000000002c7,Pak Chom,4.211465049024195,5.862443889831116,7.273886640905571,6.013029123720324,7.336923532642953,8.678615801441817,8.810196433358728,6.664388187870032,6.83468309816823
000000000000000002c8,Dan Sai,2.614095635436235,4.046939165548568,6.27576236306105,7.041848900517138,7.80685681247912,8.683418231421589,7.228785922958243,5.767368451927841,6.0812568831223635
000000000000000002c9,Na Haeo,3.0858716428016106,4.998125230158489,5.928925466654203,5.564880812981308,7.6031783902689645,8.61559912685397,7.285499991345541,5.407197410232228,5.959486915343018
000000000000000002ca,Phu Ruea,3.028975518867852,4.724001190443179,6.84371424445083,6.733638758086065,5.154439462074225,9.618912965467858,8.480175918901733,6.7734456460671755,6.656283943371508
000000000000000002cb,Tha Li,3.3397979860494598,5.246431473877653,7.1821681924392635,6.548124390241475,9.645828690914598,10.760034734284666,9.554399661166505,7.090817572918988,7.369339977971286
000000000000000002cc,Wang Saphung,2.606289444447121,4.323084971277716,6.228496695840272,6.424159949183086,8.651270116597907,10.004811179668904,9.003108587343764,7.048902588237396,6.6927282046463334
000000000000000002cd,Phu Kradueng,2.7139823210846377,3.9894734106057177,5.824575721452823,6.3618305878456685,7.061916822635941,9.48404955041998,8.681033489352327,6.65385666889852,6.30154210179634
000000000000000002ce,Phu Luang,2.179070696391397,3.8056639066427267,5.41346878494106,5.730267716523438,7.028556591045238,10.26428854857733,9.375558968676172,7.167755691683068,6.404289962456035
000000000000000002cf,Pha Khao,3.0090349681412043,4.444207467305305,6.040537909833674,7.239582054882719,7.487584020806953,10.106885918483169,8.869555062896218,6.869679499202406,6.705144082258112
000000000000000002d0,Erawan,3.0030060494009656,4.65753189440388,7.1019892533884725,7.232279499165882,8.259147631859532,10.49311176324505,10.408490376117642,8.018890328345728,7.390564138355324
000000000000000002d1,Nong Hin,2.6371301560980496,4.459393213818617,5.8952034766929495,6.314495271816265,6.447734814601957,10.158565320427392,8.707451566692406,7.029794105831786,6.5419480683888995
000000000000000000ef,Mueang Satun,3.9811697334817646,7.482380560662675,7.1738274279018945,7.65384745167565,7.509389544118124,8.046699779914064,9.219346892704467,9.345496001661402,8.325096042090015
000000000000000000f0,Khuan Don,1.9593861306319962,7.741110007010965,11.145240398634137,9.74893903929362,,2.8072084036435583,8.516462389382246,8.999290585374846,9.188126598071914
000000000000000000f1,Khuan Kalong,5.556497734220092,9.570894781599057,13.506379740700993,11.15833041178307,10.828065243565185,7.15604323043515,10.151977771464495,9.599241776367688,10.799045499048615
000000000000000000f2,Tha Phae,2.484056301289129,8.561072382922637,9.931406727381635,10.087964399164827,10.835554888537544,10.432736811620018,8.502262385112168,9.23893902832886,9.57457675891875
000000000000000000f3,La-Ngu,4.676331386834757,7.1249913423852504,8.634807550678891,9.436426604803664,9.238681389924148,8.699258538102875,7.692276967870315,9.0478627956136,8.518935794308003
000000000000000000f4,Thung Wa,3.4184310444046893,7.257937576378944,10.110664613198384,8.43891038952367,8.160081830073633,8.794579419598316,6.788353910642315,8.856724344110242,8.453832425427704
000000000000000000f5,Manang,,10.067715673153575,11.659111768968012,12.090218070777668,10.439922065080031,9.002772342948674,10.753189703546237,11.880155199834073,11.099045795030907
000000000000000000f6,Mueang Trang,3.4908160809472153,8.12502620590535,10.781601747959426,10.60128732888827,9.472144143911471,8.7380864106093,7.770693492789688,5.822211386130859,8.822095073227374
000000000000000000f7,Kantang,4.196186313941251,7.624930642200938,10.947489970475067,9.209958251246723,9.635502468199567,10.364153765695622,5.707318968584522,8.375027341223296,9.2202554318179
000000000000000000f8,Yan Ta Khao,4.26446553621529,9.169727662502336,12.302848270600224,9.619570630648845,11.18615489325683,12.868293500703777,2.9229027896306548,9.41871574947941,10.281653765988555
000000000000000000f9,Palian,4.841033630515673,7.797125737829766,11.674699457931832,9.154665324017579,9.704115650623544,10.033943920148657,5.105399158255544,7.438949052710034,9.294611307272081
000000000000000000fa,Sikao,4.9373166387785306,9.833591783310602,12.193088207267628,8.504526994198924,10.621309241482512,8.273356574675864,7.397565445751017,8.175537762382243,9.695471585832781
000000000000000000fb,Huai Yot,8.006533048464538,9.519487737412073,12.507261338319289,5.995815637871635,11.254286412482456,11.496920106340925,10.877862603270021,8.735124022985168,10.275568173892543
000000000000000000fc,Wang Wiset,7.245214582083712,9.546794979089189,13.448615099167164,9.700243724321863,10.205405635525947,10.315225090562354,9.196673579601173,8.149460087833704,10.13140493862413
000000000000000000fd,Na Yong,3.998714598346917,7.762341295596697,10.559664292897896,9.820710247230169,11.405955466776264,4.078756111580622,6.984461419684319,7.454337702423747,9.338032696716835
000000000000000000fe,Ratsada,7.410442213488528,9.168960266857185,13.027393096034693,10.291539402508239,9.901195145224587,13.719197943066643,11.239415417177446,9.56689339086532,10.524446698681457
000000000000000000ff,Hat Samran,,8.117904642948934,11.056585025858416,8.380001591849094,8.614696027970899,10.471827548854018,5.439942405321433,7.86092615496381,8.884584994459354
00000000000000000117,Mueang Yala,3.6137405515455314,5.893369160191076,6.938790581443727,7.315154184041632,5.204376928065877,6.541558967218436,6.7878338985562126,6.724096383471639,6.1382140937902
00000000000000000118,Betong,6.818931602137079,10.335107206878005,11.218477642518893,9.900851674085002,7.842286346766418,6.742664496274579,10.15614625121159,9.84690428135771,9.279833188450308
00000000000000000119,Bannang Sata,6.987654658166992,11.666574509205464,11.501426334078998,12.276002769752425,8.212786239649096,6.698423383192452,8.210289574449186,9.398313452150665,9.43065611244255
0000000000000000011a,Than To,5.528485447713641,8.290184955897972,5.2410424242447196,7.380190849491161,7.486886501761783,7.53099869438934,9.109319966858093,5.248268078153543,6.876258946908656
0000000000000000011b,Yaha,6.447554595141647,12.639449457149201,9.70012230825945,11.189933749944428,5.699157756111215,9.13891484142592,9.43367817019726,10.549101275153127,9.784575389526564
0000000000000000011c,Raman,3.205321815364961,4.5434152599824555,6.139664279761045,6.875917563886168,4.8733568282812545,5.41635311665593,6.841688711534233,8.78848417949784,5.789603052488523
0000000000000000011d,Kabang,8.287695688827684,12.761301471851901,13.36270795416833,13.087289515688763,5.728300983079098,8.789423361602333,16.672615002372503,11.864806739949255,11.821843803604603
